12772 0.0  AUX --> do
2 0.0  JJ --> santa_claus
2 0.0  JJ --> scrawny
2 0.0  JJ --> secret
2 0.0  JJ --> seedless
2 0.0  JJ --> sensitive
2 0.0  JJ --> silent
2 0.0  JJ --> simple
2 0.0  JJ --> skee
2 0.0  JJ --> sled
2 0.0  JJ --> snapped
2 0.0  JJ --> sneezy
2 0.0  JJ --> snowy
2 0.0  JJ --> so
2 0.0  JJ --> soluble
2 0.0  JJ --> sound
2 0.0  JJ --> soupy
2 0.0  JJ --> spoiled
2 0.0  JJ --> sporty
2 0.0  JJ --> spotted
2 0.0  JJ --> stopped
2 0.0  JJ --> strawberry
2 0.0  JJ --> studious
2 0.0  JJ --> stuffed
2 0.0  JJ --> sudden
2 0.0  JJ --> surprising
2 0.0  JJ --> talkative
2 0.0  JJ --> tatooed
2 0.0  JJ --> teensie
2 0.0  JJ --> the
2 0.0  JJ --> tied
2 0.0  JJ --> tremendous
2 0.0  JJ --> twinkle
2 0.0  JJ --> typical
2 0.0  JJ --> uneven
2 0.0  JJ --> usual
2 0.0  JJ --> washable
2 0.0  JJ --> wavy
2 0.0  JJ --> wax
2 0.0  JJ --> worn
2 0.0  JJ --> wrapped
2 0.0  JJ --> wrinkly
2 0.0  JJ --> written
1 0.0  JJ --> aberrant
1 0.0  JJ --> abscessed
1 0.0  JJ --> acrobatic
1 0.0  JJ --> addictive
1 0.0  JJ --> aggressive
1 0.0  JJ --> agreeable
1 0.0  JJ --> airplane
1 0.0  JJ --> alphabet
1 0.0  JJ --> alrightie
1 0.0  JJ --> alrighty
1 0.0  JJ --> amazed
1 0.0  JJ --> amost
1 0.0  JJ --> amusing
1 0.0  JJ --> angryangry
1 0.0  JJ --> annoying
1 0.0  JJ --> antique
1 0.0  JJ --> appropriate
1 0.0  JJ --> apt
1 0.0  JJ --> aqua
1 0.0  JJ --> art
1 0.0  JJ --> artistic
1 0.0  JJ --> astronaut
1 0.0  JJ --> astronomical
1 0.0  JJ --> attractive
1 0.0  JJ --> aware
1 0.0  JJ --> away
1 0.0  JJ --> babyproof
1 0.0  JJ --> backward
1 0.0  JJ --> baldie
1 0.0  JJ --> band
1 0.0  JJ --> banging
1 0.0  JJ --> bare
1 0.0  JJ --> bathing
1 0.0  JJ --> beensie
1 0.0  JJ --> being
1 0.0  JJ --> believe
1 0.0  JJ --> bendable
1 0.0  JJ --> bigger
1 0.0  JJ --> biting
1 0.0  JJ --> bitsy_bitsy
1 0.0  JJ --> bitter
1 0.0  JJ --> bl
1 0.0  JJ --> blanky
1 0.0  JJ --> bony
1 0.0  JJ --> booboo
1 0.0  JJ --> born
1 0.0  JJ --> botanical
1 0.0  JJ --> bouncy
1 0.0  JJ --> bouncybouncybouncybouncybouncybouncy
1 0.0  JJ --> brab
1 0.0  JJ --> brand
1 0.0  JJ --> breakfast
1 0.0  JJ --> brighter
1 0.0  JJ --> brownish
1 0.0  JJ --> built
1 0.0  JJ --> bunk
1 0.0  JJ --> bunny
1 0.0  JJ --> bushy
1 0.0  JJ --> buttery
1 0.0  JJ --> buttoned
1 0.0  JJ --> buy
1 0.0  JJ --> calm
1 0.0  JJ --> camping
1 0.0  JJ --> canadian
1 0.0  JJ --> car
1 0.0  JJ --> careless
1 0.0  JJ --> cement
1 0.0  JJ --> center
1 0.0  JJ --> changed
1 0.0  JJ --> chapped
1 0.0  JJ --> chatty
1 0.0  JJ --> cherry
1 0.0  JJ --> chicken
1 0.0  JJ --> chilly
1 0.0  JJ --> chipper
1 0.0  JJ --> clapping
1 0.0  JJ --> classy
1 0.0  JJ --> colonial
1 0.0  JJ --> combed
1 0.0  JJ --> comforble
1 0.0  JJ --> comfy
1 0.0  JJ --> commanding
1 0.0  JJ --> compared
1 0.0  JJ --> concentrated
1 0.0  JJ --> constant
1 0.0  JJ --> content
1 0.0  JJ --> convenient
1 0.0  JJ --> convinced
1 0.0  JJ --> cotton
1 0.0  JJ --> courage
1 0.0  JJ --> cousin
1 0.0  JJ --> cow
1 0.0  JJ --> cozy
1 0.0  JJ --> creative
1 0.0  JJ --> crib
1 0.0  JJ --> crossing
1 0.0  JJ --> curling
1 0.0  JJ --> cut
1 0.0  JJ --> cutiecute
1 0.0  JJ --> cutting
1 0.0  JJ --> damn
1 0.0  JJ --> damned
1 0.0  JJ --> daring
1 0.0  JJ --> daytime
1 0.0  JJ --> deedeeb
1 0.0  JJ --> definitive
1 0.0  JJ --> deflated
1 0.0  JJ --> dehydrated
1 0.0  JJ --> delayed
1 0.0  JJ --> delectable
1 0.0  JJ --> delightful
1 0.0  JJ --> dense
1 0.0  JJ --> dental
1 0.0  JJ --> desperate
1 0.0  JJ --> destructive
1 0.0  JJ --> devilish
1 0.0  JJ --> devious
1 0.0  JJ --> diesel
1 0.0  JJ --> diet
1 0.0  JJ --> dim
1 0.0  JJ --> dingy
1 0.0  JJ --> disgusted
1 0.0  JJ --> distinct
1 0.0  JJ --> doggy
1 0.0  JJ --> doll
1 0.0  JJ --> doobeec
1 0.0  JJ --> dressy
1 0.0  JJ --> drowsy
1 0.0  JJ --> drunken
1 0.0  JJ --> due
1 0.0  JJ --> dusty
1 0.0  JJ --> dyeing
1 0.0  JJ --> easygoing
1 0.0  JJ --> eaten
1 0.0  JJ --> edible
1 0.0  JJ --> effeminate
1 0.0  JJ --> elbow
1 0.0  JJ --> elevent
1 0.0  JJ --> embarrassed
1 0.0  JJ --> emotional
1 0.0  JJ --> english
1 0.0  JJ --> envious
1 0.0  JJ --> ermine
1 0.0  JJ --> even
1 0.0  JJ --> everyday
1 0.0  JJ --> exempt
1 0.0  JJ --> explicit
1 0.0  JJ --> expressive
1 0.0  JJ --> extension
1 0.0  JJ --> facial
1 0.0  JJ --> famous
1 0.0  JJ --> fanatic
1 0.0  JJ --> farmyard
1 0.0  JJ --> fascinated
1 0.0  JJ --> federal
1 0.0  JJ --> felt
1 0.0  JJ --> female
1 0.0  JJ --> fidgety
1 0.0  JJ --> fierce
1 0.0  JJ --> fighting
1 0.0  JJ --> filled
1 0.0  JJ --> fire
1 0.0  JJ --> firm
1 0.0  JJ --> firstaid
1 0.0  JJ --> fishies
1 0.0  JJ --> fitting
1 0.0  JJ --> flaky
1 0.0  JJ --> flashy
1 0.0  JJ --> folded
1 0.0  JJ --> forceful
1 0.0  JJ --> fractured
1 0.0  JJ --> freezing
1 0.0  JJ --> fresher
1 0.0  JJ --> frisky
1 0.0  JJ --> froggie
1 0.0  JJ --> ful
1 0.0  JJ --> fundy
1 0.0  JJ --> funky
1 0.0  JJ --> further
1 0.0  JJ --> fuss
1 0.0  JJ --> gap
1 0.0  JJ --> garbled
1 0.0  JJ --> general
1 0.0  JJ --> generic
1 0.0  JJ --> generous
1 0.0  JJ --> girl
1 0.0  JJ --> glued
1 0.0  JJ --> goat
1 0.0  JJ --> gonna
1 0.0  JJ --> goofball
1 0.0  JJ --> goopy
1 0.0  JJ --> graceful
1 0.0  JJ --> grammatical
1 0.0  JJ --> grayish
1 0.0  JJ --> grilled
1 0.0  JJ --> grimmer
1 0.0  JJ --> gritty
1 0.0  JJ --> growling
1 0.0  JJ --> grown
1 0.0  JJ --> guessing
1 0.0  JJ --> guh
1 0.0  JJ --> guitar
1 0.0  JJ --> gushy
1 0.0  JJ --> haired
1 0.0  JJ --> hairy
1 0.0  JJ --> halfway
1 0.0  JJ --> handicapped
1 0.0  JJ --> hazy
1 0.0  JJ --> headed
1 0.0  JJ --> heeled
1 0.0  JJ --> hehehehe
1 0.0  JJ --> helpless
1 0.0  JJ --> hippopotamus
1 0.0  JJ --> hoarse
1 0.0  JJ --> homemade
1 0.0  JJ --> horned
1 0.0  JJ --> horsey
1 0.0  JJ --> horsie
1 0.0  JJ --> hothothot
1 0.0  JJ --> human
1 0.0  JJ --> humptydumpty
1 0.0  JJ --> ideal
1 0.0  JJ --> idiotic
1 0.0  JJ --> ill
1 0.0  JJ --> illegal
1 0.0  JJ --> imaginary
1 0.0  JJ --> impressive
1 0.0  JJ --> improvised
1 0.0  JJ --> inclined
1 0.0  JJ --> incomplete
1 0.0  JJ --> inconsistent
1 0.0  JJ --> indirect
1 0.0  JJ --> ineffable
1 0.0  JJ --> inflatable
1 0.0  JJ --> inky
1 0.0  JJ --> inside
1 0.0  JJ --> insubstantial
1 0.0  JJ --> interrupted
1 0.0  JJ --> irish
1 0.0  JJ --> irony
1 0.0  JJ --> ittybitty
1 0.0  JJ --> jammie
1 0.0  JJ --> junior
1 0.0  JJ --> junky
1 0.0  JJ --> key
1 0.0  JJ --> kiddie
1 0.0  JJ --> kinda
1 0.0  JJ --> landing
1 0.0  JJ --> lean
1 0.0  JJ --> learned
1 0.0  JJ --> lefthanded
1 0.0  JJ --> legendary
1 0.0  JJ --> lemme
1 0.0  JJ --> less
1 0.0  JJ --> lethal
1 0.0  JJ --> lifeguard
1 0.0  JJ --> lighted
1 0.0  JJ --> lilac
1 0.0  JJ --> limited
1 0.0  JJ --> linked
1 0.0  JJ --> liquid
1 0.0  JJ --> lit
1 0.0  JJ --> literal
1 0.0  JJ --> loaded
1 0.0  JJ --> longer
1 0.0  JJ --> looking
1 0.0  JJ --> loopy
1 0.0  JJ --> lot
1 0.0  JJ --> lots
1 0.0  JJ --> lumber
1 0.0  JJ --> lunch
1 0.0  JJ --> make
1 0.0  JJ --> make-believe
1 0.0  JJ --> matching
1 0.0  JJ --> maziewp
1 0.0  JJ --> measly
1 0.0  JJ --> mesmerized
1 0.0  JJ --> messiest
1 0.0  JJ --> middling
1 0.0  JJ --> miniature
1 0.0  JJ --> miserable
1 0.0  JJ --> misplaced
1 0.0  JJ --> misshapen
1 0.0  JJ --> missy
1 0.0  JJ --> mmgyuhb
1 0.0  JJ --> mmkay
1 0.0  JJ --> mock
1 0.0  JJ --> modern
1 0.0  JJ --> morbid
1 0.0  JJ --> morning
1 0.0  JJ --> motor
1 0.0  JJ --> name
1 0.0  JJ --> named
1 0.0  JJ --> naptime
1 0.0  JJ --> national
1 0.0  JJ --> nen
1 0.0  JJ --> nextdoor
1 0.0  JJ --> nimble
1 0.0  JJ --> nineteen
1 0.0  JJ --> non
1 0.0  JJ --> nongrammatical
1 0.0  JJ --> nonsense
1 0.0  JJ --> north
1 0.0  JJ --> nummy
1 0.0  JJ --> objectionable
1 0.0  JJ --> obsessed
1 0.0  JJ --> odd
1 0.0  JJ --> of
1 0.0  JJ --> official
1 0.0  JJ --> okayey
1 0.0  JJ --> onions
1 0.0  JJ --> oop
1 0.0  JJ --> opposite
1 0.0  JJ --> organized
1 0.0  JJ --> original
1 0.0  JJ --> ours
1 0.0  JJ --> outdoor
1 0.0  JJ --> overdone
1 0.0  JJ --> ow
1 0.0  JJ --> painful
1 0.0  JJ --> painted
1 0.0  JJ --> pantomime
1 0.0  JJ --> papa
1 0.0  JJ --> parallel
1 0.0  JJ --> passive
1 0.0  JJ --> past
1 0.0  JJ --> patchwork
1 0.0  JJ --> peaceful
1 0.0  JJ --> peanut
1 0.0  JJ --> permanent
1 0.0  JJ --> persistent
1 0.0  JJ --> pineapple
1 0.0  JJ --> plaid
1 0.0  JJ --> play
1 0.0  JJ --> playpen
1 0.0  JJ --> plth
1 0.0  JJ --> pointed
1 0.0  JJ --> poison
1 0.0  JJ --> pokey
1 0.0  JJ --> polkadotted
1 0.0  JJ --> pony
1 0.0  JJ --> popular
1 0.0  JJ --> possessive
1 0.0  JJ --> potty
1 0.0  JJ --> pouring
1 0.0  JJ --> powerful
1 0.0  JJ --> prehistoric
1 0.0  JJ --> prepared
1 0.0  JJ --> preschool
1 0.0  JJ --> presweetened
1 0.0  JJ --> previous
1 0.0  JJ --> priceless
1 0.0  JJ --> prickly
1 0.0  JJ --> pricky
1 0.0  JJ --> private
1 0.0  JJ --> probable
1 0.0  JJ --> proper
1 0.0  JJ --> protected
1 0.0  JJ --> puffy
1 0.0  JJ --> puny
1 0.0  JJ --> puppy
1 0.0  JJ --> purble
1 0.0  JJ --> purpley
1 0.0  JJ --> pushy
1 0.0  JJ --> quacky
1 0.0  JJ --> quarter
1 0.0  JJ --> questioning
1 0.0  JJ --> radiant
1 0.0  JJ --> rapid
1 0.0  JJ --> receptive
1 0.0  JJ --> recognizable
1 0.0  JJ --> redfaced
1 0.0  JJ --> reheated
1 0.0  JJ --> responsible
1 0.0  JJ --> restless
1 0.0  JJ --> reverse
1 0.0  JJ --> ridiculous
1 0.0  JJ --> ringdingb
1 0.0  JJ --> ripe
1 0.0  JJ --> rock_a_bye
1 0.0  JJ --> rollercoaster
1 0.0  JJ --> roman
1 0.0  JJ --> rose
1 0.0  JJ --> rowdy
1 0.0  JJ --> rr
1 0.0  JJ --> rude
1 0.0  JJ --> runaway
1 0.0  JJ --> runnyrunnyrunny
1 0.0  JJ --> sacred
1 0.0  JJ --> salient
1 0.0  JJ --> sassy
1 0.0  JJ --> scarey
1 0.0  JJ --> scented
1 0.0  JJ --> school
1 0.0  JJ --> scratched
1 0.0  JJ --> scrumptious
1 0.0  JJ --> sea
1 0.0  JJ --> sealed
1 0.0  JJ --> seaweed
1 0.0  JJ --> secluded
1 0.0  JJ --> selfish
1 0.0  JJ --> senior
1 0.0  JJ --> sensible
1 0.0  JJ --> septic
1 0.0  JJ --> shakeshake
1 0.0  JJ --> shaking
1 0.0  JJ --> shaved
1 0.0  JJ --> shiney
1 0.0  JJ --> shnuggle
1 0.0  JJ --> shortsleeve
1 0.0  JJ --> siamese
1 0.0  JJ --> side
1 0.0  JJ --> silky
1 0.0  JJ --> sillysilly
1 0.0  JJ --> sillysillysilly
1 0.0  JJ --> sister
1 0.0  JJ --> sixteenth
1 0.0  JJ --> size
1 0.0  JJ --> slanted
1 0.0  JJ --> slim
1 0.0  JJ --> slimey
1 0.0  JJ --> slobbery
1 0.0  JJ --> slobby
1 0.0  JJ --> sloppy
1 0.0  JJ --> smelly
1 0.0  JJ --> smiling
1 0.0  JJ --> smoky
1 0.0  JJ --> snappy
1 0.0  JJ --> snow
1 0.0  JJ --> soaked
1 0.0  JJ --> soap
1 0.0  JJ --> solid
1 0.0  JJ --> sonden
1 0.0  JJ --> sort
1 0.0  JJ --> southern
1 0.0  JJ --> spare
1 0.0  JJ --> splashy
1 0.0  JJ --> spotty
1 0.0  JJ --> spread
1 0.0  JJ --> spring
1 0.0  JJ --> squashed
1 0.0  JJ --> squeezed
1 0.0  JJ --> squeezy
1 0.0  JJ --> squirmc
1 0.0  JJ --> squished
1 0.0  JJ --> stable
1 0.0  JJ --> stacking
1 0.0  JJ --> standard
1 0.0  JJ --> starey
1 0.0  JJ --> starting
1 0.0  JJ --> steady
1 0.0  JJ --> steep
1 0.0  JJ --> stinking
1 0.0  JJ --> stone
1 0.0  JJ --> stop
1 0.0  JJ --> straightened
1 0.0  JJ --> street
1 0.0  JJ --> stretched
1 0.0  JJ --> stretchy
1 0.0  JJ --> sturdy
1 0.0  JJ --> successful
1 0.0  JJ --> sufficient
1 0.0  JJ --> summer
1 0.0  JJ --> sunburned
1 0.0  JJ --> supercut
1 0.0  JJ --> surprise
1 0.0  JJ --> swedish
1 0.0  JJ --> sweety
1 0.0  JJ --> symbolic
1 0.0  JJ --> tagalong
1 0.0  JJ --> tail
1 0.0  JJ --> talented
1 0.0  JJ --> taller
1 0.0  JJ --> talltall
1 0.0  JJ --> tame
1 0.0  JJ --> tan
1 0.0  JJ --> tangled
1 0.0  JJ --> teaparty
1 0.0  JJ --> technicolored
1 0.0  JJ --> television
1 0.0  JJ --> tempermental
1 0.0  JJ --> tender
1 0.0  JJ --> tenth
1 0.0  JJ --> thankful
1 0.0  JJ --> theo
1 0.0  JJ --> tickle
1 0.0  JJ --> tickley
1 0.0  JJ --> tinker
1 0.0  JJ --> tippie
1 0.0  JJ --> tiresome
1 0.0  JJ --> together
1 0.0  JJ --> tomato
1 0.0  JJ --> torn
1 0.0  JJ --> total
1 0.0  JJ --> trained
1 0.0  JJ --> tralala
1 0.0  JJ --> tribal
1 0.0  JJ --> tricycle
1 0.0  JJ --> tummy
1 0.0  JJ --> tuna
1 0.0  JJ --> twelvesided
1 0.0  JJ --> twentysided
1 0.0  JJ --> two
1 0.0  JJ --> unbuttoned
1 0.0  JJ --> under
1 0.0  JJ --> undressed
1 0.0  JJ --> ungelizing
1 0.0  JJ --> unhealthy
1 0.0  JJ --> unheard
1 0.0  JJ --> unstuck
1 0.0  JJ --> unsupervised
1 0.0  JJ --> untied
1 0.0  JJ --> untrue
1 0.0  JJ --> uphill
1 0.0  JJ --> uppity
1 0.0  JJ --> upright
1 0.0  JJ --> valedictory
1 0.0  JJ --> vegetable
1 0.0  JJ --> vicious
1 0.0  JJ --> victorian
1 0.0  JJ --> victorious
1 0.0  JJ --> vocable
1 0.0  JJ --> warped
1 0.0  JJ --> weensie
1 0.0  JJ --> weighted
1 0.0  JJ --> wheelbarrow
1 0.0  JJ --> whooping
1 0.0  JJ --> wilda
1 0.0  JJ --> winter
1 0.0  JJ --> wireless
1 0.0  JJ --> wishywashywishywashy
1 0.0  JJ --> wizzyc
1 0.0  JJ --> woof
1 0.0  JJ --> woolly
1 0.0  JJ --> wound
1 0.0  JJ --> wrangler
1 0.0  JJ --> wrecked
1 0.0  JJ --> wriggly
1 0.0  JJ --> wuzzy
1 0.0  JJ --> yesh
1 0.0  JJ --> yicky
1 0.0  JJ --> yogurt
1 0.0  JJ --> yuckicky
1 0.0  JJ --> yummyyummyyummy
1 0.0  JJ --> yup
1 0.0  JJ --> zwyback
1276 0.0  JJR --> more
199 0.0  JJR --> better
138 0.0  JJR --> bigger
40 0.0  JJR --> easier
30 0.0  JJR --> older
22 0.0  JJR --> smaller
18 0.0  JJR --> longer
14 0.0  JJR --> taller
14 0.0  JJR --> worse
13 0.0  JJR --> littler
11 0.0  JJR --> lower
10 0.0  JJR --> higher
8 0.0  JJR --> louder
8 0.0  JJR --> younger
7 0.0  JJR --> closer
6 0.0  JJR --> happier
6 0.0  JJR --> nicer
5 0.0  JJR --> shorter
5 0.0  JJR --> wider
4 0.0  JJR --> quieter
3 0.0  JJR --> darker
3 0.0  JJR --> harder
3 0.0  JJR --> less
3 0.0  JJR --> prettier
3 0.0  JJR --> warmer
2 0.0  JJR --> cheaper
2 0.0  JJR --> cooler
2 0.0  JJR --> faster
2 0.0  JJR --> heavier
2 0.0  JJR --> newer
1 0.0  JJR --> crazier
1 0.0  JJR --> dirtier
1 0.0  JJR --> fairer
1 0.0  JJR --> friendlier
1 0.0  JJR --> fuller
1 0.0  JJR --> funniest
1 0.0  JJR --> further
1 0.0  JJR --> gentler
1 0.0  JJR --> hotter
1 0.0  JJR --> larger
1 0.0  JJR --> mores
1 0.0  JJR --> safer
1 0.0  JJR --> slower
1 0.0  JJR --> smarter
1 0.0  JJR --> softer
1 0.0  JJR --> stronger
1 0.0  JJR --> tastier
1 0.0  JJR --> thinner
1 0.0  JJR --> tighter
43 0.0  JJS --> best
32 0.0  JJS --> biggest
25 0.0  JJS --> most
18 0.0  JJS --> least
4 0.0  JJS --> easiest
4 0.0  JJS --> newest
3 0.0  JJS --> cutest
3 0.0  JJS --> funniest
3 0.0  JJS --> lowest
3 0.0  JJS --> prettiest
3 0.0  JJS --> saddest
3 0.0  JJS --> smallest
3 0.0  JJS --> worst
2 0.0  JJS --> cleanest
2 0.0  JJS --> dirtiest
2 0.0  JJS --> lightest
2 0.0  JJS --> littlest
2 0.0  JJS --> noisiest
2 0.0  JJS --> sleepiest
2 0.0  JJS --> stubbornest
2 0.0  JJS --> tiniest
1 0.0  JJS --> brightest
1 0.0  JJS --> closest
1 0.0  JJS --> earliest
1 0.0  JJS --> fastest
1 0.0  JJS --> freshest
1 0.0  JJS --> hardest
1 0.0  JJS --> highest
1 0.0  JJS --> longest
1 0.0  JJS --> neatest
1 0.0  JJS --> nerdiest
1 0.0  JJS --> nicest
1 0.0  JJS --> strangest
1 0.0  JJS --> thinnest
1 0.0  JJS --> ugliest
1 0.0  JJS --> vaguest
1 0.0  JJS --> waist
1 0.0  JJS --> youngest
1 0.0  JJS --> yummiest
6141 0.0  MD --> can
3221 0.0  MD --> 'll
1520 0.0  MD --> would
1279 0.0  MD --> will
801 0.0  MD --> shall
771 0.0  MD --> could
702 0.0  MD --> should
508 0.0  MD --> 'd
343 0.0  MD --> must
276 0.0  MD --> might
265 0.0  MD --> may
120 0.0  MD --> ca
56 0.0  MD --> wo
24 0.0  MD --> ought
2 0.0  MD --> cannot
2 0.0  MD --> need
2 0.0  MD --> woulda
1 0.0  MD --> gotta
1 0.0  MD --> mus
1 0.0  MD --> ough
15121 0.0  NN --> that
3723 0.0  NN --> this
3033 0.0  NN --> one
1218 0.0  NN --> baby
1067 0.0  NN --> house
1031 0.0  NN --> something
980 0.0  NN --> there
951 0.0  NN --> time
882 0.0  NN --> name
830 0.0  NN --> book
824 0.0  NN --> kind
798 0.0  NN --> boy
772 0.0  NN --> girl
728 0.0  NN --> school
716 0.0  NN --> way
692 0.0  NN --> color
687 0.0  NN --> dog
592 0.0  NN --> car
587 0.0  NN --> water
570 0.0  NN --> hair
566 0.0  NN --> head
540 0.0  NN --> bed
519 0.0  NN --> here
517 0.0  NN --> thing
491 0.0  NN --> mouth
487 0.0  NN --> hand
466 0.0  NN --> milk
453 0.0  NN --> box
447 0.0  NN --> table
439 0.0  NN --> day
413 0.0  NN --> picture
403 0.0  NN --> dolly
402 0.0  NN --> birthday
396 0.0  NN --> man
395 0.0  NN --> paper
378 0.0  NN --> minute
375 0.0  NN --> chair
369 0.0  NN --> story
367 0.0  NN --> top
366 0.0  NN --> some
365 0.0  NN --> doll
364 0.0  NN --> lunch
364 0.0  NN --> train
363 0.0  NN --> night
359 0.0  NN --> anything
357 0.0  NN --> mommy
357 0.0  NN --> nose
356 0.0  NN --> floor
355 0.0  NN --> truck
353 0.0  NN --> food
349 0.0  NN --> cup
345 0.0  NN --> kitty
339 0.0  NN --> piece
337 0.0  NN --> ball
334 0.0  NN --> horse
326 0.0  NN --> hat
324 0.0  NN --> beach
322 0.0  NN --> door
321 0.0  NN --> fish
318 0.0  NN --> morning
317 0.0  NN --> room
311 0.0  NN --> lady
308 0.0  NN --> bag
305 0.0  NN --> home
305 0.0  NN --> lot
294 0.0  NN --> part
292 0.0  NN --> duck
289 0.0  NN --> bird
288 0.0  NN --> tea
271 0.0  NN --> supper
267 0.0  NN --> bit
266 0.0  NN --> dress
264 0.0  NN --> face
261 0.0  NN --> elephant
261 0.0  NN --> everything
259 0.0  NN --> juice
255 0.0  NN --> tape
254 0.0  NN --> mother
253 0.0  NN --> coffee
253 0.0  NN --> today
243 0.0  NN --> matter
242 0.0  NN --> bear
242 0.0  NN --> finger
239 0.0  NN --> zoo
238 0.0  NN --> week
236 0.0  NN --> boat
236 0.0  NN --> tree
233 0.0  NN --> toy
232 0.0  NN --> party
231 0.0  NN --> cat
231 0.0  NN --> horsie
225 0.0  NN --> store
222 0.0  NN --> bunny
219 0.0  NN --> rabbit
219 0.0  NN --> stuff
215 0.0  NN --> cheese
214 0.0  NN --> job
214 0.0  NN --> light
212 0.0  NN --> cake
211 0.0  NN --> cow
211 0.0  NN --> honey
208 0.0  NN --> daddy
208 0.0  NN --> place
208 0.0  NN --> side
206 0.0  NN --> spoon
205 0.0  NN --> monkey
197 0.0  NN --> foot
190 0.0  NN --> tail
188 0.0  NN --> bus
188 0.0  NN --> nothing
188 0.0  NN --> pencil
187 0.0  NN --> animal
187 0.0  NN --> mouse
187 0.0  NN --> song
184 0.0  NN --> somebody
181 0.0  NN --> doggy
176 0.0  NN --> butter
176 0.0  NN --> hole
174 0.0  NN --> year
173 0.0  NN --> money
172 0.0  NN --> friend
172 0.0  NN --> nap
171 0.0  NN --> goodness
171 0.0  NN --> lion
170 0.0  NN --> chicken
169 0.0  NN --> bottle
165 0.0  NN --> eye
164 0.0  NN --> airplane
164 0.0  NN --> fun
161 0.0  NN --> park
157 0.0  NN --> bread
156 0.0  NN --> everybody
155 0.0  NN --> cream
154 0.0  NN --> letter
154 0.0  NN --> window
153 0.0  NN --> idea
151 0.0  NN --> back
151 0.0  NN --> child
151 0.0  NN --> puzzle
150 0.0  NN --> sandwich
147 0.0  NN --> blanket
147 0.0  NN --> front
147 0.0  NN --> kitchen
147 0.0  NN --> plate
147 0.0  NN --> tomorrow
146 0.0  NN --> doggie
145 0.0  NN --> present
142 0.0  NN --> shirt
140 0.0  NN --> ride
140 0.0  NN --> soup
138 0.0  NN --> end
133 0.0  NN --> game
132 0.0  NN --> while
131 0.0  NN --> corn
131 0.0  NN --> ice
129 0.0  NN --> rest
128 0.0  NN --> diaper
128 0.0  NN --> leg
127 0.0  NN --> clock
127 0.0  NN --> page
125 0.0  NN --> fire
125 0.0  NN --> noise
125 0.0  NN --> telephone
124 0.0  NN --> icecream
123 0.0  NN --> breakfast
122 0.0  NN --> bath
121 0.0  NN --> doctor
120 0.0  NN --> brother
120 0.0  NN --> cereal
119 0.0  NN --> button
116 0.0  NN --> arm
116 0.0  NN --> dear
116 0.0  NN --> shoe
114 0.0  NN --> basket
114 0.0  NN --> cookie
112 0.0  NN --> porcupine
112 0.0  NN --> sugar
112 0.0  NN --> work
111 0.0  NN --> tiger
110 0.0  NN --> egg
110 0.0  NN --> mirror
109 0.0  NN --> guy
106 0.0  NN --> recorder
106 0.0  NN --> street
105 0.0  NN --> apple
105 0.0  NN --> barn
104 0.0  NN --> air
104 0.0  NN --> bottom
103 0.0  NN --> card
102 0.0  NN --> bowl
101 0.0  NN --> circus
100 0.0  NN --> bathroom
100 0.0  NN --> road
99 0.0  NN --> turn
98 0.0  NN --> dinner
98 0.0  NN --> drink
98 0.0  NN --> turtle
96 0.0  NN --> roof
95 0.0  NN --> candy
94 0.0  NN --> stove
93 0.0  NN --> sand
93 0.0  NN --> tv
92 0.0  NN --> farm
91 0.0  NN --> stool
91 0.0  NN --> string
91 0.0  NN --> summer
90 0.0  NN --> bug
90 0.0  NN --> crib
90 0.0  NN --> mess
90 0.0  NN --> phone
90 0.0  NN --> sweetie
89 0.0  NN --> balloon
89 0.0  NN --> lap
88 0.0  NN --> seat
86 0.0  NN --> carriage
86 0.0  NN --> teacher
85 0.0  NN --> dancing
84 0.0  NN --> ear
84 0.0  NN --> refrigerator
83 0.0  NN --> dessert
83 0.0  NN --> grass
83 0.0  NN --> kangaroo
83 0.0  NN --> mama
83 0.0  NN --> pig
83 0.0  NN --> salad
83 0.0  NN --> word
82 0.0  NN --> dollie
82 0.0  NN --> fork
81 0.0  NN --> all
81 0.0  NN --> anybody
81 0.0  NN --> circle
81 0.0  NN --> meat
81 0.0  NN --> yesterday
80 0.0  NN --> any
80 0.0  NN --> bathtub
80 0.0  NN --> glass
80 0.0  NN --> line
80 0.0  NN --> pot
79 0.0  NN --> bike
79 0.0  NN --> couple
79 0.0  NN --> half
79 0.0  NN --> hug
79 0.0  NN --> someone
78 0.0  NN --> neck
78 0.0  NN --> orange
78 0.0  NN --> sister
76 0.0  NN --> hour
76 0.0  NN --> mister
76 0.0  NN --> snake
75 0.0  NN --> bicycle
75 0.0  NN --> clown
75 0.0  NN --> coat
75 0.0  NN --> wagon
75 0.0  NN --> yard
74 0.0  NN --> father
74 0.0  NN --> middle
74 0.0  NN --> number
74 0.0  NN --> snow
73 0.0  NN --> couch
72 0.0  NN --> other
72 0.0  NN --> rice
71 0.0  NN --> sun
71 0.0  NN --> tummy
70 0.0  NN --> sink
70 0.0  NN --> those
69 0.0  NN --> bite
69 0.0  NN --> care
69 0.0  NN --> clay
69 0.0  NN --> napkin
69 0.0  NN --> nobody
69 0.0  NN --> pumpkin
69 0.0  NN --> zebra
68 0.0  NN --> dinosaur
68 0.0  NN --> tapioca
68 0.0  NN --> trouble
67 0.0  NN --> sky
67 0.0  NN --> toe
