utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected
UTT_014364,ELI,1;05.10,EXP,da go pusna li ?,"['da', 'go', 'pusna', 'li', '?']","['da', 'go', 'pusna', 'li', '?']","['da', 'go', 'pusna', 'li']",4,Да го пусна ли ?,"['да', 'го', 'пусна', 'ли']",Да го пусна ли ?,Да го пусна ли ?,Да го пусна ли ?
UTT_008964,BOG,2;01.13,BOG,osa [: bosa] jeitka [: lelichka] .,"['bosa', 'lelichka', '.']","['bosa', 'lelichka', '.']","['bosa', 'lelichka']",2,Оса [: боса] йеитка [: леличка] .,"['оса', 'боса', 'йеитка', 'леличка']",Оса йеитка .,боса леличка .,Боса леличка .
UTT_012399,ELI,1;02.17,EXP,chakaj !,"['chakaj', '!']","['chakaj', '!']",['chakaj'],1,Чакай !,['чакай'],Чакай !,Чакай !,Чакай !
UTT_009281,BOG,2;03.00,BOG,ikam [: iskam] tuka nikam [: natiskam] !,"['iskam', 'tuka', 'natiskam', '!']","['iskam', 'tuka', 'natiskam', '!']","['iskam', 'tuka', 'natiskam']",3,Икам [: искам] тука никам [: натискам] !,"['икам', 'искам', 'тука', 'никам', 'натискам']",Икам тука никам !,искам тука натискам !,Искам тука натискам !
UTT_034012,SIM,2;06.26,PLA,v trinajset chasa li?,"['v', 'trinajset', 'chasa', 'l', '?']","['v', 'trinajset', 'chasa', 'l', '?']","['v', 'trinajset', 'chasa', 'l']",4,В тринайсет часа ли?,"['в', 'тринайсет', 'часа', 'ли']",В тринайсет часа ли ?,В тринайсет часа ли ?,В тринайсет часа ли ?
UTT_002840,ALE,1;08.22,ALE,"ikam [: iskam] Beti, Uilma !","['iskam', 'Beti', ',', 'Uilma', '!']","['iskam', 'beti', ',', 'uilma', '!']","['iskam', 'beti', 'uilma']",3,"Икам [: искам] бети, уилма !","['икам', 'искам', 'бети', 'уилма']","Икам бети , уилма !","искам бети , уилма !","Искам Бети , Уилма !"
UTT_014115,ELI,1;05.08,VEL,kaki .,"['kaki', '.']","['kaki', '.']",['kaki'],1,Каки .,['каки'],Каки .,Каки .,Каки .
UTT_036368,SIM,2;10.07,SIM,toj ne e obljakan [: oblechen].,"['toj', 'ne', 'e', 'oblechen', '.']","['toj', 'ne', 'e', 'oblechen', '.']","['toj', 'ne', 'e', 'oblechen']",4,Той не е облякан [: облечен].,"['той', 'не', 'е', 'облякан', 'облечен']",Той не е облякан .,Той не е облечен,Той не е облечен
UTT_043024,TEF,2;03.24,BAB,kak da njamash !,"['kak', 'da', 'njamash', '!']","['kak', 'da', 'njamash', '!']","['kak', 'da', 'njamash']",3,Как да нямаш !,"['как', 'да', 'нямаш']",Как да нямаш !,Как да нямаш !,Как да нямаш !
UTT_000706,ALE,1;05.08,ALE,Ola ti !,"['Ola', 'ti', '!']","['ola', 'ti', '!']","['ola', 'ti']",2,Ола ти !,"['ола', 'ти']",Ола ти !,Ола ти !,Ола ти !
UTT_014527,ELI,1;05.18,ELI,tati .,"['tati', '.']","['tati', '.']",['tati'],1,Тати .,['тати'],Тати .,Тати .,Тати .
UTT_016251,ELI,1;06.17,ELI,Tam .,"['Tam', '.']","['tam', '.']",['tam'],1,Там .,['там'],Там .,Там .,Там .
UTT_020523,SIM,1;05.10,PLA,"eto, vizh sega, tova shte go izxvyrlja v kosha .","['eto', ',', 'vizh', 'sega', ',', 'tova', 'shte', 'go', 'izxvyrlja', 'v', 'kosha', '.']","['eto', ',', 'vizh', 'sega', ',', 'tova', 'shte', 'go', 'izxvyrlja', 'v', 'kosha', '.']","['eto', 'vizh', 'sega', 'tova', 'shte', 'go', 'izxvyrlja', 'v', 'kosha']",9,"Ето, виж сега, това ще го изxвърля в коша .","['ето', 'виж', 'сега', 'това', 'ще', 'го', 'изxвърля', 'в', 'коша']","Ето , виж сега , това ще го изxвърля в коша .","Ето , виж сега , това ще го изxвърля в коша .","Ето , виж сега , това ще го изxвърля в коша ."
UTT_001013,ALE,1;05.08,ALE,pateto .,"['pateto', '.']","['pateto', '.']",['pateto'],1,Патето .,['патето'],Патето .,Патето .,Патето .
UTT_043078,TEF,2;03.24,VEL,"njama, be !","['njama', ',', 'be', '!']","['njama', ',', 'be', '!']","['njama', 'be']",2,"Няма, бе !","['няма', 'бе']","Няма , бе !","Няма , бе !","Няма , бе !"
UTT_027057,SIM,1;10.12,SIM,"tati, chuk chuk .","['tati', ',', 'chuk', 'chuk', '.']","['tati', ',', 'chuk', 'chuk', '.']","['tati', 'chuk', 'chuk']",3,"Тати, чук чук .","['тати', 'чук', 'чук']","Тати , чук чук .","Тати , чук чук .","Тати , чук чук ."
UTT_040455,TEF,2;00.09,VEL,"baba shte te preobue-ela, ela !","['baba', 'shte', 'te', 'preobue-ela', ',', 'ela', '!']","['baba', 'shte', 'te', 'preobue-ela', ',', 'ela', '!']","['baba', 'shte', 'te', 'preobue-ela', 'ela']",5,"Баба ще те преобуе-ела, ела !","['баба', 'ще', 'те', 'преобуе-ела', 'ела']","Баба ще те преобуе-ела , ела !","Баба ще те преобуе-ела , ела !","Баба ще те преобуе-ела , ела !"
UTT_015786,ELI,1;06.09,EXP,"Ima si vratichka, prozorcheta, kominche .","['Ima', 'si', 'vratichka', ',', 'prozorcheta', ',', 'kominche', '.']","['ima', 'si', 'vratichka', ',', 'prozorcheta', ',', 'kominche', '.']","['ima', 'si', 'vratichka', 'prozorcheta', 'kominche']",5,"Има си вратичка, прозорчета, коминче .","['има', 'си', 'вратичка', 'прозорчета', 'коминче']","Има си вратичка , прозорчета , коминче .","Има си вратичка , прозорчета , коминче .","Има си вратичка , прозорчета , коминче ."
UTT_029268,SIM,2;01.06,SIM,posle pak.,"['posle', 'pak', '.']","['posle', 'pak', '.']","['posle', 'pak']",2,После пак.,"['после', 'пак']",После пак .,После пак .,После пак .
UTT_044370,TEF,2;05.25,TEF,penax [: pernax] .,"['pernax', '.']","['pernax', '.']",['pernax'],1,Пенаx [: пернаx] .,"['пенаx', 'пернаx']",Пенаx .,пернаx .,Пернаx .
UTT_004059,ALE,1;09.19,VEL,"mama vika na Sasheto da mu napravi xubava pricheska, a Sasheto ne shte .","['mama', 'vika', 'na', 'Sasheto', 'da', 'mu', 'napravi', 'xubava', 'pricheska', ',', 'a', 'Sasheto', 'ne', 'shte', '.']","['mama', 'vika', 'na', 'sasheto', 'da', 'mu', 'napravi', 'xubava', 'pricheska', ',', 'a', 'sasheto', 'ne', 'shte', '.']","['mama', 'vika', 'na', 'sasheto', 'da', 'mu', 'napravi', 'xubava', 'pricheska', 'a', 'sasheto', 'ne', 'shte']",13,"Мама вика на сашето да му направи xубава прическа, а сашето не ще .","['мама', 'вика', 'на', 'сашето', 'да', 'му', 'направи', 'xубава', 'прическа', 'а', 'сашето', 'не', 'ще']","Мама вика на сашето да му направи xубава прическа , а сашето не ще .","Мама вика на сашето да му направи xубава прическа , а сашето не ще .","Мама вика на сашето да му направи xубава прическа , а сашето не ще ."
UTT_020584,SIM,1;05.16,PLA,da ja ritna li az ?,"['da', 'ja', 'ritna', 'li', 'az', '?']","['da', 'ja', 'ritna', 'li', 'az', '?']","['da', 'ja', 'ritna', 'li', 'az']",5,Да я ритна ли аз ?,"['да', 'я', 'ритна', 'ли', 'аз']",Да я ритна ли аз ?,Да я ритна ли аз ?,Да я ритна ли аз ?
UTT_039831,TEF,2;00.09,TEF,pak !,"['pak', '!']","['pak', '!']",['pak'],1,Пак !,['пак'],Пак !,Пак !,Пак !
UTT_007056,ALE,2;03.12,ALE,dazhe gleda nasam !,"['dazhe', 'gleda', 'nasam', '!']","['dazhe', 'gleda', 'nasam', '!']","['dazhe', 'gleda', 'nasam']",3,Даже гледа насам !,"['даже', 'гледа', 'насам']",Даже гледа насам !,Даже гледа насам !,Даже гледа насам !
UTT_026663,SIM,1;10.01,SIM,nimki [: snimki] .,"['snimki', '.']","['snimki', '.']",['snimki'],1,Нимки [: снимки] .,"['нимки', 'снимки']",Нимки .,снимки .,Снимки .
UTT_001432,ALE,1;05.08,ALE,da-a .,"['da-a', '.']","['da-a', '.']",['da-a'],1,Да-а .,['да-а'],Да-а .,Да-а .,Да-а .
UTT_021665,SIM,1;06.19,PLA,shte si igraem li na topka ?,"['shte', 'si', 'igraem', 'li', 'na', 'topka', '?']","['shte', 'si', 'igraem', 'li', 'na', 'topka', '?']","['shte', 'si', 'igraem', 'li', 'na', 'topka']",6,Ще си играем ли на топка ?,"['ще', 'си', 'играем', 'ли', 'на', 'топка']",Ще си играем ли на топка ?,Ще си играем ли на топка ?,Ще си играем ли на топка ?
UTT_002485,ALE,1;07.20,ALE,"mamo, klek !","['mamo', ',', 'klek', '!']","['mamo', ',', 'klek', '!']","['mamo', 'klek']",2,"Мамо, клек !","['мамо', 'клек']","Мамо , клек !","Мамо , клек !","Мамо , клек !"
UTT_002256,ALE,1;07.20,VEL,"kakvo, mamo ?","['kakvo', ',', 'mamo', '?']","['kakvo', ',', 'mamo', '?']","['kakvo', 'mamo']",2,"Какво, мамо ?","['какво', 'мамо']","Какво , мамо ?","Какво , мамо ?","Какво , мамо ?"
UTT_012419,ELI,1;02.17,MAM,banan iskash li ?,"['banan', 'iskash', 'li', '?']","['banan', 'iskash', 'li', '?']","['banan', 'iskash', 'li']",3,Банан искаш ли ?,"['банан', 'искаш', 'ли']",Банан искаш ли ?,Банан искаш ли ?,Банан искаш ли ?
UTT_020046,SIM,1;04.25,PLA,tuk kakvo ima ?,"['tuk', 'kakvo', 'ima', '?']","['tuk', 'kakvo', 'ima', '?']","['tuk', 'kakvo', 'ima']",3,Тук какво има ?,"['тук', 'какво', 'има']",Тук какво има ?,Тук какво има ?,Тук какво има ?
UTT_013202,ELI,1;03.02,EXP,kakvo e ?,"['kakvo', 'e', '?']","['kakvo', 'e', '?']","['kakvo', 'e']",2,Какво е ?,"['какво', 'е']",Какво е ?,Какво е ?,Какво е ?
UTT_005247,ALE,1;11.14,VEL,skysala na parcheta rokljata baba Cocolanka ?,"['skysala', 'na', 'parcheta', 'rokljata', 'baba', 'Cocolanka', '?']","['skysala', 'na', 'parcheta', 'rokljata', 'baba', 'cocolanka', '?']","['skysala', 'na', 'parcheta', 'rokljata', 'baba', 'cocolanka']",6,Скъсала на парчета роклята баба цоцоланка ?,"['скъсала', 'на', 'парчета', 'роклята', 'баба', 'цоцоланка']",Скъсала на парчета роклята баба цоцоланка ?,Скъсала на парчета роклята баба цоцоланка ?,Скъсала на парчета роклята баба цоцоланка ?
UTT_025227,SIM,1;09.05,SIM,tati .,"['tati', '.']","['tati', '.']",['tati'],1,Тати .,['тати'],Тати .,Тати .,Тати .
UTT_002784,ALE,1;07.20,ALE,"mejsi, tate .","['mejsi', ',', 'tate', '.']","['mejsi', ',', 'tate', '.']","['mejsi', 'tate']",2,"Мейси, тате .","['мейси', 'тате']","Мейси , тате .","Мейси , тате .","Мейси , тате ."
UTT_038628,TEF,1;11.04,TEF,oshchi [: oshte] .,"['oshte', '.']","['oshte', '.']",['oshte'],1,Ошчи [: още] .,"['ошчи', 'още']",Ошчи .,още .,още .
UTT_034258,SIM,2;07.19,PLA,da.,"['da', '.']","['da', '.']",['da'],1,Да.,['да'],Да .,Да .,Да .
UTT_038156,TEF,1;11.04,TEF,njama .,"['njama', '.']","['njama', '.']",['njama'],1,Няма .,['няма'],Няма .,Няма .,Няма .
UTT_031789,SIM,2;05.01,PLA,sys zeleno li?,"['sys', 'zeleno', 'l', '?']","['sys', 'zeleno', 'l', '?']","['sys', 'zeleno', 'l']",3,Със зелено ли?,"['със', 'зелено', 'ли']",Със зелено ли ?,Със зелено ли ?,Със зелено ли ?
UTT_020327,SIM,1;05.02,PLA,kakvo shte gi pravish ?,"['kakvo', 'shte', 'gi', 'pravish', '?']","['kakvo', 'shte', 'gi', 'pravish', '?']","['kakvo', 'shte', 'gi', 'pravish']",4,Какво ще ги правиш ?,"['какво', 'ще', 'ги', 'правиш']",Какво ще ги правиш ?,Какво ще ги правиш ?,Какво ще ги правиш ?
UTT_044917,TEF,2;05.25,DIM,"ne, ne .","['ne', ',', 'ne', '.']","['ne', ',', 'ne', '.']","['ne', 'ne']",2,"Не, не .","['не', 'не']","Не , не .","Не , не .","Не , не ."
UTT_036591,SIM,2;10.09,SIM,"Kalojane, gushni me!","['Kalojane', ',', 'gushni', 'me!']","['kalojane', ',', 'gushni', 'me!']","['kalojane', 'gushni', 'me!']",3,"Калояне, гушни ме!","['калояне', 'гушни', 'ме']","Калояне , гушни ме !","Калояне , гушни ме !","Калояне , гушни ме !"
UTT_037469,TEF,1;08.00,BAB,daj da go cunkam ?,"['daj', 'da', 'go', 'cunkam', '?']","['daj', 'da', 'go', 'cunkam', '?']","['daj', 'da', 'go', 'cunkam']",4,Дай да го цункам ?,"['дай', 'да', 'го', 'цункам']",Дай да го цункам ?,Дай да го цункам ?,Дай да го цункам ?
UTT_011612,ELI,1;02.08,EXP,Tova e topka .,"['Tova', 'e', 'topka', '.']","['tova', 'e', 'topka', '.']","['tova', 'e', 'topka']",3,Това е топка .,"['това', 'е', 'топка']",Това е топка .,Това е топка .,Това е топка .
UTT_012422,ELI,1;02.17,MAM,xubavo xvani otdolu tova !,"['xubavo', 'xvani', 'otdolu', 'tova', '!']","['xubavo', 'xvani', 'otdolu', 'tova', '!']","['xubavo', 'xvani', 'otdolu', 'tova']",4,Xубаво xвани отдолу това !,"['xубаво', 'xвани', 'отдолу', 'това']",Xубаво xвани отдолу това !,Xубаво xвани отдолу това !,Xубаво xвани отдолу това !
UTT_029695,SIM,2;01.25,PLA,i koj oshte beshe s nas?,"['i', 'koj', 'oshte', 'beshe', 's', 'na', '?']","['i', 'koj', 'oshte', 'beshe', 's', 'na', '?']","['i', 'koj', 'oshte', 'beshe', 's', 'na']",6,И кой още беше с нас?,"['и', 'кой', 'още', 'беше', 'с', 'нас']",И кой още беше с нас ?,И кой още беше с нас ?,И кой още беше с нас ?
UTT_016590,ELI,1;06.21,EXP,kato izjadesh bonbona togava .,"['kato', 'izjadesh', 'bonbona', 'togava', '.']","['kato', 'izjadesh', 'bonbona', 'togava', '.']","['kato', 'izjadesh', 'bonbona', 'togava']",4,Като изядеш бонбона тогава .,"['като', 'изядеш', 'бонбона', 'тогава']",Като изядеш бонбона тогава .,Като изядеш бонбона тогава .,Като изядеш бонбона тогава .
UTT_021155,SIM,1;05.21,PLA,tjasno e .,"['tjasno', 'e', '.']","['tjasno', 'e', '.']","['tjasno', 'e']",2,Тясно е .,"['тясно', 'е']",Тясно е .,Тясно е .,Тясно е .
UTT_018152,ELI,1;07.08,EXP,kakvo pravi bebeto tam ?,"['kakvo', 'pravi', 'bebeto', 'tam', '?']","['kakvo', 'pravi', 'bebeto', 'tam', '?']","['kakvo', 'pravi', 'bebeto', 'tam']",4,Какво прави бебето там ?,"['какво', 'прави', 'бебето', 'там']",Какво прави бебето там ?,Какво прави бебето там ?,Какво прави бебето там ?
UTT_010770,ELI,1;01.29,DAN,koli .,"['koli', '.']","['koli', '.']",['koli'],1,Коли .,['коли'],Коли .,Коли .,Коли .
UTT_011459,ELI,1;02.08,EXP,"kakvo ima momchenceto, mamo ?","['kakvo', 'ima', 'momchenceto', ',', 'mamo', '?']","['kakvo', 'ima', 'momchenceto', ',', 'mamo', '?']","['kakvo', 'ima', 'momchenceto', 'mamo']",4,"Какво има момченцето, мамо ?","['какво', 'има', 'момченцето', 'мамо']","Какво има момченцето , мамо ?","Какво има момченцето , мамо ?","Какво има момченцето , мамо ?"
UTT_032073,SIM,2;05.22,SIM,Monchito pravi brashno.,"['Monchito', 'pravi', 'brashno', '.']","['monchito', 'pravi', 'brashno', '.']","['monchito', 'pravi', 'brashno']",3,Мончито прави брашно.,"['мончито', 'прави', 'брашно']",Мончито прави брашно .,Мончито прави брашно .,Мончито прави брашно .
UTT_032472,SIM,2;05.29,SIM,"vizh, na mama bukvata!","['vizh', ',', 'na', 'mama', 'bukvata!']","['vizh', ',', 'na', 'mama', 'bukvata!']","['vizh', 'na', 'mama', 'bukvata!']",4,"Виж, на мама буквата!","['виж', 'на', 'мама', 'буквата']","Виж , на мама буквата !","Виж , на мама буквата !","Виж , на мама буквата !"
UTT_019958,SIM,1;04.25,PLA,bratche .,"['bratche', '.']","['bratche', '.']",['bratche'],1,Братче .,['братче'],Братче .,Братче .,Братче .
UTT_017113,ELI,1;07.03,ELI,Kati .,"['Kati', '.']","['kati', '.']",['kati'],1,Кати .,['кати'],Кати .,Кати .,Кати .
UTT_027340,SIM,1;10.16,PLA,trjabva da risuvash samo vyrxi lista .,"['trjabva', 'da', 'risuvash', 'samo', 'vyrxi', 'lista', '.']","['trjabva', 'da', 'risuvash', 'samo', 'vyrxi', 'lista', '.']","['trjabva', 'da', 'risuvash', 'samo', 'vyrxi', 'lista']",6,Трябва да рисуваш само върxи листа .,"['трябва', 'да', 'рисуваш', 'само', 'върxи', 'листа']",Трябва да рисуваш само върxи листа .,Трябва да рисуваш само върxи листа .,Трябва да рисуваш само върxи листа .
UTT_043533,TEF,2;04.21,BAB,da ti pomogna li ?,"['da', 'ti', 'pomogna', 'li', '?']","['da', 'ti', 'pomogna', 'li', '?']","['da', 'ti', 'pomogna', 'li']",4,Да ти помогна ли ?,"['да', 'ти', 'помогна', 'ли']",Да ти помогна ли ?,Да ти помогна ли ?,Да ти помогна ли ?
UTT_037453,TEF,1;08.00,TEF,Bebe .,"['Bebe', '.']","['bebe', '.']",['bebe'],1,Бебе .,['бебе'],Бебе .,Бебе .,Бебе .
